Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Season,MVP
428,Reggie Williams,SF,32,NJN,11,0,15.2,2.5,6.1,0.403,0.8,3,0.273,1.6,3.1,0.529,0.47,0.7,0.9,0.8,0.4,1.8,2.2,0.7,0.7,0.4,0.9,2.5,6.5,1996-97,FALSE
429,Scott Williams,C,28,PHI,62,52,21.2,2.6,5.1,0.509,0,0,0,2.6,5.1,0.513,0.509,0.6,0.9,0.691,2.5,3.9,6.4,0.7,0.7,0.7,0.8,3.3,5.8,1996-97,FALSE
430,Walt Williams,SF,26,TOR,73,73,36.3,5.7,13.5,0.427,2.4,6,0.4,3.3,7.5,0.448,0.516,2.5,3.3,0.765,1.4,3.6,5,2.7,1.3,0.8,2.4,3.9,16.4,1996-97,FALSE
431,Corliss Williamson,SF,23,SAC,79,31,25.2,4.7,9.4,0.498,0,0,0,4.7,9.4,0.5,0.498,2.2,3.2,0.689,1.8,2.4,4.1,1.6,0.8,0.6,2,3.3,11.6,1996-97,FALSE
432,Kevin Willis,PF,34,HOU,75,32,26.2,4.7,9.7,0.481,0,0.2,0.143,4.6,9.5,0.487,0.482,1.9,2.7,0.693,1.9,5.5,7.5,0.9,0.6,0.4,1.6,2.9,11.2,1996-97,FALSE
433,David Wingate,SG,33,SEA,65,2,14.3,1.4,3.3,0.416,0.4,1.1,0.352,1,2.2,0.448,0.474,0.5,0.6,0.825,0.4,0.8,1.1,1.2,0.7,0.1,0.6,1.7,3.6,1996-97,FALSE
434,Dontonio Wingfield,SF,22,POR,47,0,12.1,1.7,4.1,0.409,0.6,1.6,0.338,1.1,2.5,0.457,0.477,0.6,0.9,0.675,1.3,1.6,2.9,1,0.3,0.1,1,2.1,4.5,1996-97,FALSE
435,Joe Wolf,C,32,MIL,56,7,9.4,0.7,1.6,0.449,0,0.1,0.143,0.7,1.5,0.476,0.455,0.3,0.3,0.737,0.6,1.4,2,0.4,0.3,0.2,0.3,1.9,1.7,1996-97,FALSE
436,David Wood,PF,32,MIL,46,0,5.2,0.4,0.8,0.526,0.1,0.3,0.333,0.3,0.5,0.652,0.592,0.3,0.4,0.667,0.1,0.5,0.6,0.3,0.2,0.1,0.1,0.8,1.2,1996-97,FALSE
437,Haywoode Workman,PG,31,IND,4,2,20.3,2.8,5,0.55,0,0.8,0,2.8,4.3,0.647,0.55,0,0.3,0,1,0.8,1.8,2.8,0.8,0,1.3,2.5,5.5,1996-97,FALSE
438,Lorenzen Wright,C,21,LAC,77,51,25.1,3.1,6.4,0.481,0,0.1,0.25,3.1,6.3,0.483,0.482,1.1,1.9,0.587,2.7,3.4,6.1,0.6,0.6,0.8,1,2.7,7.3,1996-97,FALSE
439,Sharone Wright,C,24,TOR,60,28,16.8,2.7,6.7,0.4,0,0,0,2.7,6.7,0.4,0.4,1.1,2.2,0.511,1.3,1.8,3.1,0.5,0.3,0.8,1.6,2.4,6.5,1996-97,FALSE
440,George Zídek,C,23,TOT,52,2,7.2,0.9,2.3,0.415,0,0,0,0.9,2.2,0.422,0.415,0.9,1.1,0.789,0.7,1,1.7,0.3,0.1,0.1,0.5,1.2,2.8,1996-97,FALSE
440,George Zídek,C,23,CHH,36,2,8,0.9,2.4,0.388,0,0.1,0,0.9,2.3,0.398,0.388,0.7,0.9,0.781,0.7,1.1,1.8,0.3,0.1,0.1,0.6,1.2,2.5,1996-97,FALSE
440,George Zídek,C,23,DEN,16,0,5.5,1,2.1,0.485,0,0,,1,2.1,0.485,0.485,1.3,1.6,0.8,0.6,0.8,1.4,0.3,0.1,0,0.3,1.1,3.3,1996-97,FALSE
441,Aleksandar Djordjevic,SG,29,POR,8,0,7.6,1,2,0.5,0.6,0.9,0.714,0.4,1.1,0.333,0.656,0.5,0.6,0.8,0.1,0.5,0.6,0.6,0,0,0.6,0.4,3.1,1996-97,FALSE
